title,pr_number,user_facing_impact,category,decision,reason
[Bugfix] Fix the graph capture failure issue in the eagle3+full scenario. (#5553),5553,[Bugfix] Fix the graph capture failure issue in the eagle3+full scenario.,Highlights,Include,Major feature
[CI] move image and wheel job to schedule way (#5685),5685,[CI] move image and wheel job to schedule way,Ignore,Ignore,Internal/CI/test change
[Refactor] Fix AttentionMaskBuilder singleton and remove redundant pcp_prefill_mask (#4870),4870,[Refactor] Fix AttentionMaskBuilder singleton and remove redundant pcp_prefill_mask,Ignore,Ignore,Internal/CI/test change
[Refactor] Import global var form vllm instead of overwirte it (#5469),5469,[Refactor] Import global var form vllm instead of overwirte it,Ignore,Ignore,Internal/CI/test change
[Tests] Add qwen3-8b nightly test (#5597),5597,[Tests] Add qwen3-8b nightly test,Others,Include,Miscellaneous
[BugFix][Fusion] Fix graph fusion failure problem (#5676),5676,[BugFix][Fusion] Fix graph fusion failure problem,Performance,Include,Operator fusion
[1/N][CI] Refactor accuracy test (#5400),5400,[1/N][CI] Refactor accuracy test,Ignore,Ignore,Internal/CI/test change
[Kernel] Add moe_gating_top_k operator support for Ascend NPU (#5579),5579,[Kernel] Add moe_gating_top_k operator support for Ascend NPU,Hardware and Operator Support,Include,Operator/hardware support
[BugFix][P/D] Fix pre-create link parameter error (#5694),5694,[BugFix][P/D] Fix pre-create link parameter error,Others,Include,Bug fix
[refactor] Refactor the interface for shard weight and remove the flashcomm2 o_shared interface. (#5181),5181,[refactor] Refactor the interface for shard weight and remove the flashcomm2 o_shared interface.,Ignore,Ignore,Internal/CI/test change
[bugfix] adapt to new implemented get_kv_cache_spec in cpuoffload connector (#4311),4311,[bugfix] adapt to new implemented get_kv_cache_spec in cpuoffload connector,Features,Include,New feature
[Feature] add the magicmtp speculative decoding acceleration algorithm (#5542),5542,[Feature] add the magicmtp speculative decoding acceleration algorithm,Highlights,Include,Major feature
Optimize the print info format when deprecated code is used in vllm-ascend (#5696),5696,Optimize the print info format when deprecated code is used in vllm-ascend,Performance,Include,Performance optimization
[CI] fix image build tag (#5703),5703,[CI] fix image build tag,Ignore,Ignore,Internal/CI/test change
[EPLB][CI] EPLB add aclgraph and redundant expert ci (#5625),5625,[EPLB][CI] EPLB add aclgraph and redundant expert ci,Ignore,Ignore,Internal/CI/test change
[CI] Drop outdated cases (#5709),5709,[CI] Drop outdated cases,Ignore,Ignore,Internal/CI/test change
[CI] Fix image build workflow_dispatch error (#5717),5717,[CI] Fix image build workflow_dispatch error,Ignore,Ignore,Internal/CI/test change
[Feat][Bugfix][main] Adapted SP to eagle3 (#5562),5562,[Feat][Bugfix][main] Adapted SP to eagle3,Highlights,Include,Major feature
[bugfix] Support dsv3.2 enable both mtp and full_decode_only (#5679),5679,[bugfix] Support dsv3.2 enable both mtp and full_decode_only,Highlights,Include,Major feature
[Doc] Add Qwen3-Omni-30B-A3B-Thinking Tutorials (#3991),3991,[Doc] Add Qwen3-Omni-30B-A3B-Thinking Tutorials,Hardware and Operator Support,Include,Operator/hardware support
[Fix] Fixes speculative decode indexing and unpad condition for attention metadata (#5626),5626,[Fix] Fixes speculative decode indexing and unpad condition for attention metadata,Highlights,Include,Major feature
[CI] Add triton ascend in nightly CI (#5716),5716,[CI] Add triton ascend in nightly CI,Hardware and Operator Support,Include,Operator/hardware support
[feature]dcp&pcp support mlapo (#5672),5672,[feature]dcp&pcp support mlapo,Highlights,Include,Major feature
[CI] Remove workflow_dispatch way for image build (#5742),5742,[CI] Remove workflow_dispatch way for image build,Ignore,Ignore,Internal/CI/test change
[Nightly] Move ops to the correct path (#5642),5642,[Nightly] Move ops to the correct path,Others,Include,Miscellaneous
[OP] Enable custom op aclnnMoeInitRoutingCustom (#5332),5332,[OP] Enable custom op aclnnMoeInitRoutingCustom,Hardware and Operator Support,Include,Operator/hardware support
[CI] Add qwen3 next ci (#5395),5395,[CI] Add qwen3 next ci,Ignore,Ignore,Internal/CI/test change
[Doc] add PaddleOCR-VL tutorials guide (#5556),5556,[Doc] add PaddleOCR-VL tutorials guide,Documentation,Include,Model tutorial
[BugFix][DS 3.2] Fix ds indexer accuracy problem caused by rope. (#4641),4641,[BugFix][DS 3.2] Fix ds indexer accuracy problem caused by rope.,Others,Include,Bug fix
[Doc][fix] Fix the title of the document for the layer_sharding feature (#5759),5759,[Doc][fix] Fix the title of the document for the layer_sharding feature,Documentation,Include,Documentation update
[CI] lint and ut use self_hosted runner (#5652),5652,[CI] lint and ut use self_hosted runner,Ignore,Ignore,Internal/CI/test change
[BugFix] NetLoader: No backend type associated with device type npu (#5700),5700,[BugFix] NetLoader: No backend type associated with device type npu,Others,Include,Bug fix
[CI] Accuracy issue of qwen3-next-w8a8 nightly test fix. (#5746),5746,[CI] Accuracy issue of qwen3-next-w8a8 nightly test fix.,Highlights,Include,Model support
[BugFix] Xlite: Bypass the padding of the graph mode in non-MTP cases to obtain the correct decode num. (#5711),5711,[BugFix] Xlite: Bypass the padding of the graph mode in non-MTP cases to obtain the correct decode num.,Highlights,Include,Major feature
[CustomOp] support TensorList for dispatchFFNCombine (#5665),5665,[CustomOp] support TensorList for dispatchFFNCombine,Features,Include,New feature
[CI] Avoid lint and ut for PR push (#5762),5762,[CI] Avoid lint and ut for PR push,Ignore,Ignore,Internal/CI/test change
[BufFix]Fix the error when using Ascend custom operators with rank=128 (#5394),5394,[BufFix]Fix the error when using Ascend custom operators with rank=128,Hardware and Operator Support,Include,Operator/hardware support
"[Refactor] Replace the implementations of o_proj, q_b_proj, and kv_b_proj with custom_op for sharded CP (#5698)",5698,"[Refactor] Replace the implementations of o_proj, q_b_proj, and kv_b_proj with custom_op for sharded CP",Ignore,Ignore,Internal/CI/test change
[Bugfix] Fix matmul allreduce precision issue by using original weight (#4939),4939,[Bugfix] Fix matmul allreduce precision issue by using original weight,Others,Include,Bug fix
[Feature] GLM4.6 support mtp with fullgraph (#5460),5460,[Feature] GLM4.6 support mtp with fullgraph,Highlights,Include,Major feature
[CI]Add Disaggregated PD Nightly Test for  Qwen3-235B and Qwen3-VL-235B (#5502),5502,[CI]Add Disaggregated PD Nightly Test for  Qwen3-235B and Qwen3-VL-235B,Highlights,Include,Model support
support mxfp8 quantization (qwen dense) (#5723),5723,support mxfp8 quantization (qwen dense),Highlights,Include,Major feature
[Doc] Add GLM4.5 GLM4.6 doc (#5740),5740,[Doc] Add GLM4.5 GLM4.6 doc,Documentation,Include,Model tutorial
[bugfix] Fixing KV Pool Memory Retention and Performance Degradation Issues (#5751),5751,[bugfix] Fixing KV Pool Memory Retention and Performance Degradation Issues,Highlights,Include,Major feature
[P/D][bugfix]Fix the PCP port mapping error issue (#5706),5706,[P/D][bugfix]Fix the PCP port mapping error issue,Highlights,Include,Major feature
[Feat] flashcomm2+oshard Generalized (#4723),4723,[Feat] flashcomm2+oshard Generalized,Performance,Include,Performance optimization
adapt to minimax_m2 (#5624),5624,adapt to minimax_m2,Highlights,Include,Model support
[P/D] layerwise connector supports DeepSeek-V3.2 sparse attention && Distribute transfer tasks to redundant kv_head cards (#5722),5722,[P/D] layerwise connector supports DeepSeek-V3.2 sparse attention && Distribute transfer tasks to redundant kv_head cards,Highlights,Include,Model support
[main][bugfix] Fix fullgraph padding bug in mtp eagle refactor (#5692),5692,[main][bugfix] Fix fullgraph padding bug in mtp eagle refactor,Highlights,Include,Major feature
[Perf] Supports compute-communication overlap in the forward of sfa_v1 in the Sharded-CP feature. (#5701),5701,[Perf] Supports compute-communication overlap in the forward of sfa_v1 in the Sharded-CP feature.,Hardware and Operator Support,Include,Operator/hardware support
[Feature] Support for cross-attention and whisper model (#5592),5592,[Feature] Support for cross-attention and whisper model,Highlights,Include,Major feature
[0.13.0][doc] correct doc url (#5791),5791,[0.13.0][doc] correct doc url,Documentation,Include,Documentation update
[0.13.0][CI] disable main CI (#5792),5792,[0.13.0][CI] disable main CI,Ignore,Ignore,Internal/CI/test change
[0.13.0][Cherry Pick] cherry pick from 5638 Update pd readme (#5811),5811,[0.13.0][Cherry Pick] cherry pick from 5638 Update pd readme,Documentation,Include,Documentation update
[0.13.0][cherry-pick][bugfix](cp) align max_context_chunk to cp_virtual_block_size (#5782),5782,[0.13.0][cherry-pick][bugfix](cp) align max_context_chunk to cp_virtual_block_size,Others,Include,Bug fix
[0.13.0][Bugfix] bugfix for the order of dummy run pad and sync (#5778),5778,[0.13.0][Bugfix] bugfix for the order of dummy run pad and sync,Others,Include,Bug fix
[0.13.0][Patch] AscendLoRAModelManager.__init__ (#5800),5800,[0.13.0][Patch] AscendLoRAModelManager.__init__,Others,Include,Miscellaneous
[cherry-pick][BugFix] Support setting tp=1 for the Eagle draft model to take effect (#5804),5804,[cherry-pick][BugFix] Support setting tp=1 for the Eagle draft model to take effect,Highlights,Include,Major feature
[v0.13.0][Bugfix] Support ALL D-Nodes in fullgraph when running MTP in PD (#5786),5786,[v0.13.0][Bugfix] Support ALL D-Nodes in fullgraph when running MTP in PD,Highlights,Include,Major feature
[0.13.0][cherry-pick]enable ep32 for dispatch_ffn_combine (#5788),5788,[0.13.0][cherry-pick]enable ep32 for dispatch_ffn_combine,Features,Include,New feature
[P/D] [CherryPick] 5846 fix layerwise connector for decoder tp size > num kv he… (#5857),5857,[P/D] [CherryPick] 5846 fix layerwise connector for decoder tp size > num kv he…,Others,Include,Miscellaneous
[0.13.0][cherry-pick][bugfix]Synchronize memcache adaptation on A2 (#5842),5842,[0.13.0][cherry-pick][bugfix]Synchronize memcache adaptation on A2,Hardware and Operator Support,Include,Operator/hardware support
[0.13.0][cherry-pick][Bugfix] Fixed an accuracy problem of sp with eagle3 (#5814),5814,[0.13.0][cherry-pick][Bugfix] Fixed an accuracy problem of sp with eagle3,Highlights,Include,Major feature
[0.13.0][cherry-pick][P/D] bugfix for p node force free requset (#5431) (#5431),5431,[0.13.0][cherry-pick][P/D] bugfix for p node force free requset,Others,Include,Miscellaneous
[0.13.0][cherry-pick][bugfix](cp) replace None with zeros/inf tensor to avoid TypeError (#5844),5844,[0.13.0][cherry-pick][bugfix](cp) replace None with zeros/inf tensor to avoid TypeError,Others,Include,Bug fix
[v0.13.0][bugfix] patch set cudagraph size (#5860),5860,[v0.13.0][bugfix] patch set cudagraph size,Others,Include,Bug fix
[v0.13.0][Bugfix] Fix acc bug when enbale dispatch_gmm_combine_decode and eplb[RFC: issue 5476] (#5836),5836,[v0.13.0][Bugfix] Fix acc bug when enbale dispatch_gmm_combine_decode and eplb[RFC: issue 5476],Highlights,Include,Major feature
[0.13.0][Bugfix] Fix memory inconsistency in cross-process shared memory (#5779),5779,[0.13.0][Bugfix] Fix memory inconsistency in cross-process shared memory,Others,Include,Bug fix
[v0.13.0][cherry-pick][BugFix] Fix DispatchGmmCombineDecode acc bug when big batch (#5873),5873,[v0.13.0][cherry-pick][BugFix] Fix DispatchGmmCombineDecode acc bug when big batch,Others,Include,Bug fix
[v0.13.0][bugfix]Fix graph sync (#5809),5809,[v0.13.0][bugfix]Fix graph sync,Others,Include,Bug fix
[0.13.0][cherry-pick][bugfix]support dsv3.2 enable both mtp and full_decode_only (#5849) (#5849),5849,[0.13.0][cherry-pick][bugfix]support dsv3.2 enable both mtp and full_decode_only,Highlights,Include,Major feature
"Revert ""[BugFix] Support setting tp=1 for the Eagle draft model to take effect(#5519) (#5519)",5519,"Revert ""[BugFix] Support setting tp=1 for the Eagle draft model to take effect",Ignore,Ignore,Internal/CI/test change
enbale qwen3-vl model fc1 feature (#5848),5848,enbale qwen3-vl model fc1 feature,Highlights,Include,Model support
"Revert ""[v0.13.0][bugfix]Fix graph sync (#5809)"" (#5809)",5809,"Revert ""[v0.13.0][bugfix]Fix graph sync",Ignore,Ignore,Internal/CI/test change
[Performance]use triton mrope for Qwen3-VL (#5827),5827,[Performance]use triton mrope for Qwen3-VL,Highlights,Include,Model support
"[P/D]The issue of solving the force-free secondary release request, which causes the node to crash. (#5970)",5970,"[P/D]The issue of solving the force-free secondary release request, which causes the node to crash.",Others,Include,Miscellaneous
[0.13.0][bugfix] fix mooncake kv cache transfer when one P has multi nodes (#5961),5961,[0.13.0][bugfix] fix mooncake kv cache transfer when one P has multi nodes,Highlights,Include,Major feature
[0.13.0][Feature] Support fine-grained shared expert overlap (#5962),5962,[0.13.0][Feature] Support fine-grained shared expert overlap,Performance,Include,Performance optimization
[0.13.0][Bugfix] fix bug of pcp+mtp+async scheduler (#5995),5995,[0.13.0][Bugfix] fix bug of pcp+mtp+async scheduler,Highlights,Include,Major feature
[0.13.0][Bugfix] Add `synced_cudagraph_mode` to limit mixed graph modes in dp ranks (#6011),6011,[0.13.0][Bugfix] Add `synced_cudagraph_mode` to limit mixed graph modes in dp ranks,Others,Include,Bug fix
【0.13.0】【bugfix】Resolved memory deallocation failure in the pooling layer under re-computation workloads. (#6056),6056,【0.13.0】【bugfix】Resolved memory deallocation failure in the pooling layer under re-computation workloads.,Highlights,Include,Major feature
[0.13.0][cherry-pick][bugfix] fix bug of triton mrope (#6009),6009,[0.13.0][cherry-pick][bugfix] fix bug of triton mrope,Hardware and Operator Support,Include,Operator/hardware support
[0.13.0][Bugfix] fix pcp aclgraph qwen FIA bug (#6038),6038,[0.13.0][Bugfix] fix pcp aclgraph qwen FIA bug,Highlights,Include,Major feature
[Bugfix]Fixed precision issues caused by pooled request pooling (#6057),6057,[Bugfix]Fixed precision issues caused by pooled request pooling,Highlights,Include,Major feature
[0.13.0][Bugfix] Fixed an problem related to embeddings sharing (#5972),5972,[0.13.0][Bugfix] Fixed an problem related to embeddings sharing,Others,Include,Bug fix
[v0.13.0][Bugfix] Fix XliteModelRunner init failed when aclgraph is enabled (#5887),5887,[v0.13.0][Bugfix] Fix XliteModelRunner init failed when aclgraph is enabled,Highlights,Include,Major feature
[0.13.0][Bugfix] Fix setting of `speculative_config.enforce_eager` for dsv32 (#5958),5958,[0.13.0][Bugfix] Fix setting of `speculative_config.enforce_eager` for dsv32,Highlights,Include,Major feature
"Revert ""[0.13.0][cherry-pick][bugfix] fix bug of triton mrope"" (#6075)",6075,"Revert ""[0.13.0][cherry-pick][bugfix] fix bug of triton mrope""",Ignore,Ignore,Internal/CI/test change
[0.13.0][cherry-pick][bugfix] fix the complex and potentially problematic generate_kv_idx. (#5955),5955,[0.13.0][cherry-pick][bugfix] fix the complex and potentially problematic generate_kv_idx.,Others,Include,Bug fix
[0.13.0][CI]fix for CI lint (#6093),6093,[0.13.0][CI]fix for CI lint,Ignore,Ignore,Internal/CI/test change
[EPLB][Bugfix] Dispatch Allgather use log2phy if enable eplb (#5933) (#5933),5933,[EPLB][Bugfix] Dispatch Allgather use log2phy if enable eplb,Highlights,Include,Major feature
[EPLB][Bugfix][v0.13.0] Incorporate the warm up of the EPLB into the profile run. (#6099),6099,[EPLB][Bugfix][v0.13.0] Incorporate the warm up of the EPLB into the profile run.,Highlights,Include,Major feature
[0.13.0][Doc] Supplement PD separation parameters of DeepSeek V3.1 (#6054),6054,[0.13.0][Doc] Supplement PD separation parameters of DeepSeek V3.1,Documentation,Include,Documentation update
[v0.13.0][CI] Upgrade to CANN 8.5.0 (#6101),6101,[v0.13.0][CI] Upgrade to CANN 8.5.0,Ignore,Ignore,Internal/CI/test change
[0.13.0][Bugfix] Fix Triton operator usage for multimodal models based on `the mrope_interleaved` parameter (#6074),6074,[0.13.0][Bugfix] Fix Triton operator usage for multimodal models based on `the mrope_interleaved` parameter,Hardware and Operator Support,Include,Operator/hardware support
[v0.13.0][BugFix][Cherry Pick] Fix input parameter bug of dispatch_gmm_combine_decode (#5931),5931,[v0.13.0][BugFix][Cherry Pick] Fix input parameter bug of dispatch_gmm_combine_decode,Others,Include,Bug fix
"[Feature][Cherry Pick]Enable DispatchGmmCombineDecode when eagle is moe with w8a8, or not moe (#6081)",6081,"[Feature][Cherry Pick]Enable DispatchGmmCombineDecode when eagle is moe with w8a8, or not moe",Highlights,Include,Major feature
[v0.13.0][Bugfix] Fix the input constraints checks for the mlapo and bmm_transpose operators (#5764) (#5764),5764,[v0.13.0][Bugfix] Fix the input constraints checks for the mlapo and bmm_transpose operators,Hardware and Operator Support,Include,Operator/hardware support
[EPLB] Config Rename wrapper (#6111),6111,[EPLB] Config Rename wrapper,Highlights,Include,Major feature
[v0.13.0][cherry-pick][BugFix]converting pa get_workspace back to capturing (#6108),6108,[v0.13.0][cherry-pick][BugFix]converting pa get_workspace back to capturing,Others,Include,Bug fix
[cherry-pick][BugFix] Support setting tp=1 for the Eagle draft model to take effect (#6095),6095,[cherry-pick][BugFix] Support setting tp=1 for the Eagle draft model to take effect,Highlights,Include,Major feature
[kv_cache] support multi_block_pool (#6106),6106,[kv_cache] support multi_block_pool,Features,Include,New feature
[CI] Skip some persistently stuck ut cases (#6133),6133,[CI] Skip some persistently stuck ut cases,Ignore,Ignore,Internal/CI/test change
[0.13.0][CI]Add triton ascend version to 3.2.0 (#6105),6105,[0.13.0][CI]Add triton ascend version to 3.2.0,Ignore,Ignore,Internal/CI/test change
[0.13.0][cherry-pick][CP&SP] Integrate FIA operator in mla_cp._forward_decode (#6046),6046,[0.13.0][cherry-pick][CP&SP] Integrate FIA operator in mla_cp._forward_decode,Hardware and Operator Support,Include,Operator/hardware support
[0.13.0][cherry-pick][BugFix] fix 3vl dense model load quant weight (#6103),6103,[0.13.0][cherry-pick][BugFix] fix 3vl dense model load quant weight,Others,Include,Bug fix
[0.13.0][cherry-pick] Reset incompatible config (#6118),6118,[0.13.0][cherry-pick] Reset incompatible config,Others,Include,Miscellaneous
[0.13.0][Bugfix] Remove `use_aclgraph` in mtp_proposer and use `use_cuda_graph` (#6102),6102,[0.13.0][Bugfix] Remove `use_aclgraph` in mtp_proposer and use `use_cuda_graph`,Highlights,Include,Major feature
[0.13.0][BugFix][cherry-pick]hccl bufferSize check for dispatch_ffn_combine (#6131),6131,[0.13.0][BugFix][cherry-pick]hccl bufferSize check for dispatch_ffn_combine,Others,Include,Bug fix
Mix placement (#6086),6086,Mix placement,Others,Include,Miscellaneous
[v0.13.0][Feature] Support DSA-CP for Hybrid scenario (#5702) (#5702),5702,[v0.13.0][Feature] Support DSA-CP for Hybrid scenario,Features,Include,New feature
[0.13.0][P/D][PCP]bugfix pcp force free twice caused logger error (#6132),6132,[0.13.0][P/D][PCP]bugfix pcp force free twice caused logger error,Highlights,Include,Major feature
[EPLB][Bugfix] Do not refresh parameters when eplb_config is not passed (#6160),6160,[EPLB][Bugfix] Do not refresh parameters when eplb_config is not passed,Highlights,Include,Major feature
[0.13.0][Doc] update supported features (#6150),6150,[0.13.0][Doc] update supported features,Documentation,Include,Documentation update
[0.13.0][cherry-pick][CP&SP] Remove CP Redundant Variables after FIA operator enables for CANN 8.5 (#6039),6039,[0.13.0][cherry-pick][CP&SP] Remove CP Redundant Variables after FIA operator enables for CANN 8.5,Hardware and Operator Support,Include,Operator/hardware support
[v0.13.0][cherry-pick][Bugfix] Fix seq_lens reset issue causing performance degradation (#6166),6166,[v0.13.0][cherry-pick][Bugfix] Fix seq_lens reset issue causing performance degradation,Performance,Include,Performance optimization
[0.13.0][Bugix] fix kv pcp+pooling+pd separation bug (#6152),6152,[0.13.0][Bugix] fix kv pcp+pooling+pd separation bug,Highlights,Include,Major feature
[Doc] Document translation (#6066),6066,[Doc] Document translation,Documentation,Include,Documentation update
[v0.13.0][bugfix] fix capture shape in sp_eagle_fullgraph (#6159),6159,[v0.13.0][bugfix] fix capture shape in sp_eagle_fullgraph,Highlights,Include,Major feature
[0.13.0][Feat] Merge the multi eagle graphs to one graph (#6178),6178,[0.13.0][Feat] Merge the multi eagle graphs to one graph,Highlights,Include,Major feature
[0.13.0][BugFix] Avoided a bug of `torch_npu.npu_mm_reduce_scatter_base` when sp size >= 16 (#6167),6167,[0.13.0][BugFix] Avoided a bug of `torch_npu.npu_mm_reduce_scatter_base` when sp size >= 16,Dependencies,Include,Dependency update
[0.13.0][BugFix]bug fix for dispatch_ffn_combine (#6157),6157,[0.13.0][BugFix]bug fix for dispatch_ffn_combine,Others,Include,Bug fix
[0.13.0]Add has_connector_metadata (#6154),6154,[0.13.0]Add has_connector_metadata,Others,Include,Miscellaneous
[v0.13.0]skip eagle dp allreduce (#6162),6162,[v0.13.0]skip eagle dp allreduce,Highlights,Include,Major feature
[0.13.0][KVCache] Support different page sizes (#6171),6171,[0.13.0][KVCache] Support different page sizes,Features,Include,New feature
[Bugfix] Fix the issue of the acceptance rate decline for Qwen3-30B-A3B-EAGLE3 (#6139),6139,[Bugfix] Fix the issue of the acceptance rate decline for Qwen3-30B-A3B-EAGLE3,Highlights,Include,Major feature
[0.13.0][cherry-pick] addrmsnorm op support bias (#6140),6140,[0.13.0][cherry-pick] addrmsnorm op support bias,Features,Include,New feature
[Doc] Refresh doc for 0.13.0 (#6184),6184,[Doc] Refresh doc for 0.13.0,Documentation,Include,Documentation update
[Doc] Add release note for 0.13.0rc2 (#6208),6208,[Doc] Add release note for 0.13.0rc2,Documentation,Include,Documentation update
[0.13.0] [BugFix] buildwheel dependency install (#6211),6211,[0.13.0] [BugFix] buildwheel dependency install,Dependencies,Include,Dependency update
[ci] Fix docker image build (#6215),6215,[ci] Fix docker image build,Ignore,Ignore,Internal/CI/test change
[0.13.0] [BugFix] Fix build wheel (#6220),6220,[0.13.0] [BugFix] Fix build wheel,Others,Include,Bug fix
[Bugfix][v0.13.0] Fix a bug when cherry-pick from main (#6209),6209,[Bugfix][v0.13.0] Fix a bug when cherry-pick from main,Others,Include,Bug fix
[0.13.0][Bugfix] Avoided a bug of drafter when `dp` and `sp` are enabled (#6224),6224,[0.13.0][Bugfix] Avoided a bug of drafter when `dp` and `sp` are enabled,Features,Include,New feature
[Inductor][v0.13.0]Adapt AddRmsNormQuant pass to new addrmsnormBias operator (#6210),6210,[Inductor][v0.13.0]Adapt AddRmsNormQuant pass to new addrmsnormBias operator,Hardware and Operator Support,Include,Operator/hardware support
[v0.13.0][cherry-pick][BugFix] Fix moe_load accumulation error in ACL graph mode (#6258),6258,[v0.13.0][cherry-pick][BugFix] Fix moe_load accumulation error in ACL graph mode,Others,Include,Bug fix
[CI] migrate single card runner to hk (#6260),6260,[CI] migrate single card runner to hk,Ignore,Ignore,Internal/CI/test change
[Refactor] use the count of kv_cache_group to create multi_block_table (#6116),6116,[Refactor] use the count of kv_cache_group to create multi_block_table,Ignore,Ignore,Internal/CI/test change
[Misc][v0.13.0]Removes unnecessary graph size re-initialization (#6281),6281,[Misc][v0.13.0]Removes unnecessary graph size re-initialization,Others,Include,Miscellaneous
[0.13.0][KVCache] Prioritize using a hybrid manager to manage different types of kvcache (#6289),6289,[0.13.0][KVCache] Prioritize using a hybrid manager to manage different types of kvcache,Others,Include,Miscellaneous
[CI] Update pta to 2.8.0.post2 (#6287),6287,[CI] Update pta to 2.8.0.post2,Ignore,Ignore,Internal/CI/test change
[0.13.0][cherry-pick][BugFix][CI]Fix DeepSeek-R1-W8A8-longseq nightly CI (#6337),6337,[0.13.0][cherry-pick][BugFix][CI]Fix DeepSeek-R1-W8A8-longseq nightly CI,Highlights,Include,Model support
[CI] Add per pr image build for nightly test (#6353),6353,[CI] Add per pr image build for nightly test,Others,Include,Miscellaneous
[CI] Cherry pick nightly test from main (#6365),6365,[CI] Cherry pick nightly test from main,Others,Include,Miscellaneous
[cherry-pick][BugFix] Disable enable_shared_expert_dp by default if tensor_parallel_size=1 (#6363),6363,[cherry-pick][BugFix] Disable enable_shared_expert_dp by default if tensor_parallel_size=1,Features,Include,New feature
[0.13.0][Bugfix] Fix hash conflict due to reset incompatible configuations (#6330),6330,[0.13.0][Bugfix] Fix hash conflict due to reset incompatible configuations,Others,Include,Bug fix
[0.13.0][Bugfix] Fix FIA operator validation error in Eagle scenario with CANN 8.5 (#6284),6284,[0.13.0][Bugfix] Fix FIA operator validation error in Eagle scenario with CANN 8.5,Highlights,Include,Major feature
[CI]Limit transformers version (#6373),6373,[CI]Limit transformers version,Ignore,Ignore,Internal/CI/test change
[Doc] Reranker guide remove deprecate task option (#6380),6380,[Doc] Reranker guide remove deprecate task option,Deprecation & Breaking Changes,Include,Breaking change
"[0.13.0][cherry-pick][bugfix](CP,MLA) fix wrong slot_mapping of decode for mixed p/d batch (#6346)",6346,"[0.13.0][cherry-pick][bugfix](CP,MLA) fix wrong slot_mapping of decode for mixed p/d batch",Others,Include,Bug fix
[0.13.0][Profiler] Fix profiler bug (#6383),6383,[0.13.0][Profiler] Fix profiler bug,Others,Include,Miscellaneous
"[0.13.0][cherry-pick][bugfix](pcp,gqa) set kv_inverse_idx_for_chunk and cp_kv_recover_idx_for_chunk to None when dcp only (#6318)",6318,"[0.13.0][cherry-pick][bugfix](pcp,gqa) set kv_inverse_idx_for_chunk and cp_kv_recover_idx_for_chunk to None when dcp only",Highlights,Include,Major feature
[0.13.0][Bugfix]Fix of Pooling Code (#6146),6146,[0.13.0][Bugfix]Fix of Pooling Code,Highlights,Include,Major feature
[0.13.0][cherry-pick][Bugfix][CI] Specify tensorflow version in accuracy test to avoid segmentation fault (#6292) (#6292),6292,[0.13.0][cherry-pick][Bugfix][CI] Specify tensorflow version in accuracy test to avoid segmentation fault,Ignore,Ignore,Internal/CI/test change
[0.13.0][bugfix]Raise exception for Omni models with FLASHCOMM enabled (#6392),6392,[0.13.0][bugfix]Raise exception for Omni models with FLASHCOMM enabled,Performance,Include,Performance optimization
[CI][Nightly] Correct the nightly image build ref (#6396),6396,[CI][Nightly] Correct the nightly image build ref,Others,Include,Miscellaneous
[P/D][0.13.0]Add ssl cert for metaserver proxy (#6400),6400,[P/D][0.13.0]Add ssl cert for metaserver proxy,Others,Include,Miscellaneous
[0.13.0]fix patch cudagraph size (#6397),6397,[0.13.0]fix patch cudagraph size,Others,Include,Miscellaneous
fix: resolve sync bug in DispathFFNCombine when expert num per card is 32 (#6422),6422,fix: resolve sync bug in DispathFFNCombine when expert num per card is 32,Others,Include,Miscellaneous
work around: reset the None reference count to prevent it from droppi… (#6441),6441,work around: reset the None reference count to prevent it from droppi…,Others,Include,Miscellaneous
[v0.13.0][Eagle3]Extend PR #5786 to eagle3 (#6443),5786,[v0.13.0][Eagle3]Extend PR #5786 to eagle3,Highlights,Include,Major feature
[0.13.0][cherry-pick]pick from 6310 to fix rope op (#6444),6444,[0.13.0][cherry-pick]pick from 6310 to fix rope op,Others,Include,Miscellaneous
[CI] change ds32 cudagraph_sizes (#6399),6399,[CI] change ds32 cudagraph_sizes,Ignore,Ignore,Internal/CI/test change
[bugfix][0.13.0]fix bug in dispatch_ffn_combine kernel (#6464),6464,[bugfix][0.13.0]fix bug in dispatch_ffn_combine kernel,Hardware and Operator Support,Include,Operator/hardware support
[v0.13.0][Lora][BugFix] Fix crash on base model requests with LoRA enabled (#6457),6457,[v0.13.0][Lora][BugFix] Fix crash on base model requests with LoRA enabled,Features,Include,New feature
Bugfix: Pre-compile EPLB algorithm successfully in subprocess under graph mode (#6472),6472,Bugfix: Pre-compile EPLB algorithm successfully in subprocess under graph mode,Highlights,Include,Major feature
[0.13.0][Bugfix] fix npu memory is not released in cp (#6479),6479,[0.13.0][Bugfix] fix npu memory is not released in cp,Others,Include,Bug fix
[0.13.0][Bugfix] Fix problematic dummy_run & improper input_batch_size in eagle (#6518),6518,[0.13.0][Bugfix] Fix problematic dummy_run & improper input_batch_size in eagle,Highlights,Include,Major feature
